user_name,score,review_text,review_date,app_version,thumbs_up,churned,app,clean_review,tokens,sentiment,churn_reason
Phúc Nguyễn Văn,5,giải trí khi rãnh ..,2025-07-09 05:46:44,1.58.1.2,0,0,Lien Quan Mobile,giải trí khi rãnh,giải_trí khi rãnh,Positive,none
Hải Sơn Trần Nguyễn,4,mong bỏ bớt hack,2025-07-09 05:46:02,1.58.1.2,0,0,Lien Quan Mobile,mong bỏ bớt hack,mong bỏ bớt hack,Positive,hack
thiết ngô văn,4,"game khá hay,máy ai trụ được chơi khá tốt,ghép đc mấy bạn cute",2025-07-09 05:45:20,1.59.1.5,0,0,Lien Quan Mobile,game khá haymáy ai trụ được chơi khá tốtghép đc mấy bạn cute,game khá haymáy ai trụ được chơi khá tốtghép_đc mấy bạn cute,Positive,none
Nguyễn Đức Huy,5,chơi với,2025-07-09 05:45:14,1.58.1.2,0,0,Lien Quan Mobile,chơi với,chơi với,Positive,none
04 Trần Đăng Dương,5,good,2025-07-09 05:45:02,1.58.1.2,0,0,Lien Quan Mobile,good,good,Positive,none
Phi Hào Trần Lưu,1,"mới chs trận đầu sau cập nhật bị lỗi đứng ngoài sảnh chờ xog trừ uy tín ,chán .",2025-07-09 05:44:57,1.59.1.5,25,1,Lien Quan Mobile,mới chs trận đầu sau cập nhật bị lỗi đứng ngoài sảnh chờ xog trừ uy tín chán,mới chs trận đầu sau cập_nhật bị lỗi đứng ngoài sảnh chờ xog_trừ uy_tín chán,Negative,"bug, matchmaking, update"
Tram Mai thi bich,5,chs ok,2025-07-09 05:44:57,1.58.1.2,0,0,Lien Quan Mobile,chs ok,chs ok,Positive,none
Nguyen Phuc,5,geam khá hay hữu ích rất đáng được 5 sao,2025-07-09 05:44:55,1.58.1.2,0,0,Lien Quan Mobile,geam khá hay hữu ích rất đáng được sao,geam khá hay hữu_ích rất đáng được sao,Positive,none
Huệ Lê,5,game hay😇😇,2025-07-09 05:44:22,1.58.1.2,0,0,Lien Quan Mobile,game hay😇😇,game hay 😇 😇,Positive,none
Vân Ái,4,game vui nhưng mỗi lần bị văng game vẫn bị trừ uy tín,2025-07-09 05:44:15,1.59.1.5,0,0,Lien Quan Mobile,game vui nhưng mỗi lần bị văng game vẫn bị trừ uy tín,game vui nhưng mỗi lần bị văng game vẫn bị trừ uy_tín,Positive,matchmaking
Dương Hướng,1,"chơi muốn dùng triệu vân mà người ta bắt chơi tướng khác, chán vãi",2025-07-09 05:43:51,1.59.1.5,1,1,Lien Quan Mobile,chơi muốn dùng triệu vân mà người ta bắt chơi tướng khác chán vãi,chơi muốn dùng triệu vân mà người ta bắt chơi_tướng khác chán vãi,Negative,other
Tịnh Nguyễn,4,tôi thấy garena cầm phục khắc cái tình trạng không thể đánh đc quá phế xong garena lại còn trừ uy tín cho rằng phá game,2025-07-09 05:43:50,1.59.1.5,1,0,Lien Quan Mobile,tôi thấy garena cầm phục khắc cái tình trạng không thể đánh đc quá phế xong garena lại còn trừ uy tín cho rằng phá game,tôi thấy garena cầm_phục khắc cái tình_trạng không_thể đánh đc quá phế xong garena lại còn trừ uy_tín cho rằng phá game,Positive,"matchmaking, toxic"
Lại Gia Phi,5,"game hay giải trí, chỉ hơi bùn xíu do có một số thành phần phá game nhưng chất lượng và đồ họa thì đỉnh, nhà phát hành cũng nghe tiếng lòng của con dân, xứng đáng 5*",2025-07-09 05:43:36,1.58.1.2,0,0,Lien Quan Mobile,game hay giải trí chỉ hơi bùn xíu do có một số thành phần phá game nhưng chất lượng và đồ họa thì đỉnh nhà phát hành cũng nghe tiếng lòng của con dân xứng đáng,game hay giải_trí chỉ hơi bùn_xíu do có một_số thành_phần phá game nhưng chất_lượng và đồ_họa thì đỉnh nhà phát_hành cũng nghe tiếng lòng của con dân xứng_đáng,Positive,toxic
Kha Nguyen,1,"Game cập nhật không khác gì VGVD thà xoá mẹ AOV lun đi để người ta chơi VGVD, mất chất vcl",2025-07-09 05:43:23,1.59.1.5,34,1,Lien Quan Mobile,game cập nhật không khác gì vgvd thà xoá mẹ aov lun đi để người ta chơi vgvd mất chất vcl,game cập_nhật không khác_gì vgvd thà xóa mẹ aov lun đi để người ta chơi vgvd mất chất vcl,Negative,update
In a spaceship Meebo,1,"game lon chs chục trận thua 11 trận, kỹ năng cái lon chs để giải trí game làm ng chs stress hơn",2025-07-09 05:43:12,1.58.1.2,0,1,Lien Quan Mobile,game lon chs chục trận thua trận kỹ năng cái lon chs để giải trí game làm ng chs stress hơn,game lon chs chục trận thua_trận kỹ_năng cái lon chs để giải_trí game làm ng chs stress hơn,Negative,other
Châu Hồng,1,game thì ncc. cập nhật cho lắm vào cho nặng máy r giật lag. sv,2025-07-09 05:43:12,1.59.1.5,4,1,Lien Quan Mobile,game thì ncc cập nhật cho lắm vào cho nặng máy r giật lag sv,game thì ncc cập_nhật cho lắm vào cho nặng máy r giật lag sv,Negative,"lag, performance, update"
an chungnghiep,5,Hay,2025-07-09 05:43:11,1.58.1.2,0,0,Lien Quan Mobile,hay,hay,Positive,none
minhtuc le,5,game ko hay lắm,2025-07-09 05:42:52,1.58.1.2,0,0,Lien Quan Mobile,game ko hay lắm,game ko hay lắm,Positive,none
Hưng Nguyễn,5,tuyệt ịegud,2025-07-09 05:42:44,1.58.1.2,0,0,Lien Quan Mobile,tuyệt ịegud,tuyệt_ịegud,Positive,none
Hưng Lê ngọc,1,đã chơi game lúc mới ra tới giờ vẫn chưa khắc phục đc vụ tối ưu wiffi nếu muốn cho máy cao cấp chơi á thì nhắn lên trang chủ á phân biệt giàu nghèo là đc tự người nghèo nghỉ chơi à,2025-07-09 05:42:43,1.59.1.5,0,1,Lien Quan Mobile,đã chơi game lúc mới ra tới giờ vẫn chưa khắc phục đc vụ tối ưu wiffi nếu muốn cho máy cao cấp chơi á thì nhắn lên trang chủ á phân biệt giàu nghèo là đc tự người nghèo nghỉ chơi à,đã chơi game lúc mới ra tới giờ vẫn chưa khắc_phục đc_vụ tối_ưu_wiffi nếu muốn cho máy cao_cấp chơi á thì nhắn lên trang chủ_á phân_biệt giàu nghèo là đc tự người nghèo nghỉ chơi à,Negative,other
Hậu,4,Có mấy thk nguu để cập nhật lỗi hoài chứ mới cập nhật chx hoảng chỉnh bảo sao ko lỗi nên t chấm 5 sao haha,2025-07-09 05:42:32,1.58.1.2,0,0,Lien Quan Mobile,có mấy thk nguu để cập nhật lỗi hoài chứ mới cập nhật chx hoảng chỉnh bảo sao ko lỗi nên t chấm sao haha,có mấy thk nguu để cập_nhật lỗi hoài chứ mới cập_nhật chx hoảng_chỉnh bảo sao ko lỗi nên t chấm sao haha,Positive,"bug, update"
Thúy Trần,3,khối nghỉ hè vô phá game tôi ko chs dc,2025-07-09 05:42:28,1.58.1.2,0,0,Lien Quan Mobile,khối nghỉ hè vô phá game tôi ko chs dc,khối nghỉ_hè vô_phá game tôi ko chs dc,Neutral,toxic
Thánh Nhân Đại,5,game hay ko tốn dung lượng còn mượt tướng đẹp và mạnh Chấm cho 5⭐ nick mik là: TooiLàViệtAnh,2025-07-09 05:42:06,1.59.1.5,6,0,Lien Quan Mobile,game hay ko tốn dung lượng còn mượt tướng đẹp và mạnh chấm cho ⭐ nick mik là tooilàviệtanh,game hay ko tốn dung_lượng còn mượt_tướng đẹp và mạnh chấm cho ⭐ nick mik là tooilàviệtanh,Positive,update
quy nguyen,5,xếp đội hơi cọc vì 1 bên toàn ngu 1 bên toàn tuyển thủ. nhưng mà dạo này cho ra nhiều SK cho dân cày chay nên cho lq 5 sao nha. mãi iu,2025-07-09 05:42:02,1.59.1.5,3,0,Lien Quan Mobile,xếp đội hơi cọc vì bên toàn ngu bên toàn tuyển thủ nhưng mà dạo này cho ra nhiều sk cho dân cày chay nên cho lq sao nha mãi iu,xếp đội hơi cọc vì bên toàn ngu bên toàn tuyển_thủ nhưng_mà dạo này cho ra nhiều sk cho dân cày_chay nên cho lq sao nha mãi iu,Positive,none
Thuận Văn,5,rất vui và không có chuyện gì,2025-07-09 05:41:48,1.58.1.2,0,0,Lien Quan Mobile,rất vui và không có chuyện gì,rất vui và không có chuyện gì,Positive,none
Vàng fake Gà,5,tôi ghét game này nên tôi cho 5🌟,2025-07-09 05:41:40,1.58.1.2,0,0,Lien Quan Mobile,tôi ghét game này nên tôi cho 🌟,tôi ghét game này nên tôi cho 🌟,Positive,none
thanh MOBILE T,5,Có mấy đứa comment vô lí vc nghe như mấy thằng trẻ trâu xog vào đánh giá game 1 sao cay giùm nhà ptr🤣🤣,2025-07-09 05:41:27,1.58.1.2,1,0,Lien Quan Mobile,có mấy đứa comment vô lí vc nghe như mấy thằng trẻ trâu xog vào đánh giá game sao cay giùm nhà ptr🤣🤣,có mấy đứa comment vô_lí vc nghe như mấy thằng trẻ trâu xog vào đánh_giá game sao cay giùm nhà ptr 🤣 🤣,Positive,toxic
Di Moong Ka Thái,4,good,2025-07-09 05:41:25,1.59.1.5,0,0,Lien Quan Mobile,good,good,Positive,none
ainhu luungoc,1,tải gói tài nguyên xong rồi au ra zô lại bất tải lại từ đầu :)) quá nãn,2025-07-09 05:41:20,1.59.1.5,0,1,Lien Quan Mobile,tải gói tài nguyên xong rồi au ra zô lại bất tải lại từ đầu quá nãn,tải gói tài_nguyên xong rồi au ra zô lại bất_tải lại từ đầu quá nãn,Negative,update
Isn't,1,game rất hay nhưng đang chw bj mẹ gank mong nhà lm game khác phục,2025-07-09 05:41:20,1.59.1.5,1,1,Lien Quan Mobile,game rất hay nhưng đang chw bj mẹ gank mong nhà lm game khác phục,game rất hay nhưng đang chw bj mẹ gank mong nhà lm game khác phục,Negative,other
Nhoc Nguyen,1,tuiii ko thích mới bị văng r bị trừ uy tín,2025-07-09 05:41:19,1.58.1.2,0,1,Lien Quan Mobile,tuiii ko thích mới bị văng r bị trừ uy tín,tuiii ko thích mới bị văng r bị trừ uy_tín,Negative,matchmaking
kan thunder,1,-game nhiều cái k muốn nói,2025-07-09 05:41:14,1.58.1.2,4,1,Lien Quan Mobile,game nhiều cái k muốn nói,game nhiều cái k muốn nói,Negative,other
Trinh Xuan trinh Trinh,5,tuỵt vời có điều hơi lag ạa💗,2025-07-09 05:41:10,1.58.1.2,0,0,Lien Quan Mobile,tuỵt vời có điều hơi lag ạa💗,tuỵt_vời có_điều hơi lag ạa 💗,Positive,"lag, performance"
KHiêm Nguyễn,5,game CX đc,2025-07-09 05:40:52,1.58.1.2,0,0,Lien Quan Mobile,game cx đc,game cx đc,Positive,none
Khang Minh,5,chơi nó rất hay do nó cũng có thể luyện tay nhanh,2025-07-09 05:40:35,1.59.1.5,0,0,Lien Quan Mobile,chơi nó rất hay do nó cũng có thể luyện tay nhanh,chơi nó rất hay do nó cũng có_thể luyện tay nhanh,Positive,none
Minh Thư Hàn,5,hay,2025-07-09 05:40:24,1.58.1.2,0,0,Lien Quan Mobile,hay,hay,Positive,none
Vvz Bbz,5,Iu lq nhất dũ trụ,2025-07-09 05:40:21,1.58.1.2,0,0,Lien Quan Mobile,iu lq nhất dũ trụ,iu lq nhất_dũ trụ,Positive,none
Hoan Đỗ,5,Hay nhức nách,2025-07-09 05:40:20,1.58.1.2,0,0,Lien Quan Mobile,hay nhức nách,hay nhức nách,Positive,none
Trieu Chinh,5,"đc chs và kiếm đc bạn bè , ny 🥰 tôi rất thích mong thêm đc trải nghiệm!!",2025-07-09 05:40:19,1.59.1.5,0,0,Lien Quan Mobile,đc chs và kiếm đc bạn bè ny 🥰 tôi rất thích mong thêm đc trải nghiệm,đc chs và kiếm đc bạn_bè ny 🥰 tôi rất thích mong thêm đc trải_nghiệm,Positive,none
Thảo Thanh,1,Sao lúc vô trận đầu game cứ bị lag là sao vậy 2.,2025-07-09 05:40:03,1.59.1.5,0,1,Lien Quan Mobile,sao lúc vô trận đầu game cứ bị lag là sao vậy,sao lúc vô_trận đầu game cứ bị lag là sao vậy,Negative,"lag, performance"
Thanh Phú,5,👍,2025-07-09 05:39:59,1.58.1.2,0,0,Lien Quan Mobile,👍,👍,Positive,none
Minn Hannee,5,"Tuy game có nhiều lỗi vẫn chx khắc phục nhưng game cx đã cố gắng cho mn một trải nghiệm tốt nhất có thể rồi, mong là game cố gắng phát triển hơn để có một trải nghiệm vô cùng xuất sắc đến vs ng chs, đừng vì chút lỗi game mà đánh giá game 1 sao, mất lane thì mh chs lane khác chỉ là một ván đấu giải trí thôi đừng làm quá vấn đề lên như thế, hãy trải nghiệm tốt vs con game này và những lỗi mn cảm thấy khó chịu thì sau này game sẽ khác phục sớm, đừng quá ép game phải lm theo ý mn",2025-07-09 05:39:59,1.58.1.2,0,0,Lien Quan Mobile,tuy game có nhiều lỗi vẫn chx khắc phục nhưng game cx đã cố gắng cho mn một trải nghiệm tốt nhất có thể rồi mong là game cố gắng phát triển hơn để có một trải nghiệm vô cùng xuất sắc đến vs ng chs đừng vì chút lỗi game mà đánh giá game sao mất lane thì mh chs lane khác chỉ là một ván đấu giải trí thôi đừng làm quá vấn đề lên như thế hãy trải nghiệm tốt vs con game này và những lỗi mn cảm thấy khó chịu thì sau này game sẽ khác phục sớm đừng quá ép game phải lm theo ý mn,tuy game có nhiều lỗi vẫn chx khắc_phục nhưng game cx đã cố_gắng cho mn một trải_nghiệm tốt nhất có_thể rồi mong là game cố_gắng phát_triển hơn để có một trải_nghiệm vô_cùng xuất_sắc đến vs ng chs đừng vì chút lỗi_game mà đánh_giá game sao mất lane thì mh chs lane khác chỉ là một ván_đấu giải_trí thôi đừng làm quá vấn_đề lên như_thế hãy trải_nghiệm tốt vs con game này và những lỗi mn cảm_thấy khó_chịu thì sau_này game sẽ khác_phục sớm đừng quá ép game phải lm theo ý mn,Positive,bug
Sơn Nhất Tân,5,10đ hay,2025-07-09 05:39:43,1.58.1.2,0,0,Lien Quan Mobile,đ hay,đ hay,Positive,none
Tiep Nguyen,1,game j mà reset mùa để bị lag văng game vào đi vào lại 3laanf được bị lỗi hình ảnh sảnh k vô được cay gà rán cẩn thận lên thớt làm mất uy tín 8 của t,2025-07-09 05:39:25,1.59.1.5,1,1,Lien Quan Mobile,game j mà reset mùa để bị lag văng game vào đi vào lại laanf được bị lỗi hình ảnh sảnh k vô được cay gà rán cẩn thận lên thớt làm mất uy tín của t,game j mà reset mùa để bị lag văng game vào đi vào lại laanf được bị lỗi hình_ảnh sảnh_k vô được cay gà rán cẩn_thận lên thớt làm mất uy_tín của t,Negative,"bug, lag, performance"
Hão Tống,1,liên quân giờ đồ họa nhìn như bót vậy.. đồ họa quá tệ.. càng ngày càng tệ,2025-07-09 05:39:16,1.59.1.5,0,1,Lien Quan Mobile,liên quân giờ đồ họa nhìn như bót vậy đồ họa quá tệ càng ngày càng tệ,liên_quân giờ đồ họa nhìn như bót vậy đồ họa quá tệ càng_ngày_càng tệ,Negative,trash
Long Nguyễn Minh,1,cộng đồng toxic,2025-07-09 05:39:13,1.58.1.2,0,1,Lien Quan Mobile,cộng đồng toxic,cộng_đồng toxic,Negative,toxic
Quân Phạm,1,cập nhật xong lg vc ko chs đc luôn,2025-07-09 05:38:34,1.59.1.5,0,1,Lien Quan Mobile,cập nhật xong lg vc ko chs đc luôn,cập_nhật xong lg vc ko chs đc luôn,Negative,update
Thanh Thảo,5,"đề nghị không cho người chưa có cccd chơi game, ai muốn đăng nhập thì chụp cccd, làm căng lên cho tao :))",2025-07-09 05:38:30,1.59.1.5,17,0,Lien Quan Mobile,đề nghị không cho người chưa có cccd chơi game ai muốn đăng nhập thì chụp cccd làm căng lên cho tao,đề_nghị không cho người chưa có cccd chơi game ai muốn đăng_nhập thì chụp cccd làm căng lên cho tao,Positive,none
Tien Nguyen,5,hay vl,2025-07-09 05:38:26,1.58.1.2,0,0,Lien Quan Mobile,hay vl,hay vl,Positive,none
An tâm,4,hơi kì,2025-07-09 05:38:18,1.58.1.2,0,0,Lien Quan Mobile,hơi kì,hơi kì,Positive,none
Nền Nguyễn văn,1,ghép toàn ghép mấy bọn j đâu như afk đi hiến mạng...,2025-07-09 05:38:10,1.58.1.2,0,1,Lien Quan Mobile,ghép toàn ghép mấy bọn j đâu như afk đi hiến mạng,ghép toàn ghép mấy bọn j đâu như afk đi hiến mạng,Negative,toxic
Abv,5,rất hay,2025-07-09 05:38:02,1.58.1.2,0,0,Lien Quan Mobile,rất hay,rất hay,Positive,none
Đặngquy 1983,5,game hay,2025-07-09 05:37:27,1.58.1.2,0,0,Lien Quan Mobile,game hay,game hay,Positive,none
Tín Cường Nguyễn,5,ăn hành nhiều đễ cay,2025-07-09 05:37:16,1.58.1.2,0,0,Lien Quan Mobile,ăn hành nhiều đễ cay,ăn_hành nhiều đễ cay,Positive,none
Huy Vo,5,game cho free qhhh tốt hơn game m nào đó,2025-07-09 05:37:05,1.58.1.2,0,0,Lien Quan Mobile,game cho free qhhh tốt hơn game m nào đó,game cho free qhhh tốt hơn game m nào đó,Positive,none
Duyên Kỳ,3,hay bị out khi đang chơi,2025-07-09 05:36:24,1.58.1.2,0,0,Lien Quan Mobile,hay bị out khi đang chơi,hay bị out khi đang chơi,Neutral,none
Thị Tưới Hà,5,game như cức nên t chỉ cho 5 sao,2025-07-09 05:36:21,1.58.1.2,0,0,Lien Quan Mobile,game như cức nên t chỉ cho sao,game như cức nên t chỉ cho sao,Positive,trash
Gseg Nshs,5,game này tôi đã gắn bó rất lâu và rất nhiều kỉ niệm 💝,2025-07-09 05:36:20,1.59.1.5,0,0,Lien Quan Mobile,game này tôi đã gắn bó rất lâu và rất nhiều kỉ niệm 💝,game này tôi đã gắn_bó rất lâu và rất nhiều kỉ_niệm 💝,Positive,none
Anh Kim,5,hay,2025-07-09 05:35:55,1.58.1.2,0,0,Lien Quan Mobile,hay,hay,Positive,none
Minh Thuận Mạc,5,hay,2025-07-09 05:35:53,1.58.1.2,0,0,Lien Quan Mobile,hay,hay,Positive,none
Dinh Gia,5,gem hay,2025-07-09 05:35:49,1.58.1.2,0,0,Lien Quan Mobile,gem hay,gem hay,Positive,none
Thảo Lê,5,quá hay,2025-07-09 05:35:40,1.59.1.5,0,0,Lien Quan Mobile,quá hay,quá hay,Positive,none
Đàm n,3,"Cũng đc, hơi lag",2025-07-09 05:35:36,1.58.1.2,0,0,Lien Quan Mobile,cũng đc hơi lag,cũng đc hơi lag,Neutral,"lag, performance"
suni,1,"game play ko nói. Mà thề ghét cay ghét đắng cái việc mỗi bản update bé xíu hay gì đó cũng xoá hết sạch tài nguyên game bắt tải hết lại từ đầu. Đi làm về mệt mỏi, bạn bè rủ vô game làm tí mà thấy mấy chục G chưa tải. Rồi nạo bao tiền mua skin cũng phải đợi tải tài nguyên bực mình vkl",2025-07-09 05:35:25,1.59.1.5,0,1,Lien Quan Mobile,game play ko nói mà thề ghét cay ghét đắng cái việc mỗi bản update bé xíu hay gì đó cũng xoá hết sạch tài nguyên game bắt tải hết lại từ đầu đi làm về mệt mỏi bạn bè rủ vô game làm tí mà thấy mấy chục g chưa tải rồi nạo bao tiền mua skin cũng phải đợi tải tài nguyên bực mình vkl,game play ko nói mà thề ghét cay_ghét đắng cái việc mỗi bản update bé xíu hay gì đó cũng xóa hết sạch tài_nguyên game bắt_tải hết lại từ đầu đi làm về mệt_mỏi bạn_bè rủ vô_game làm tí mà thấy mấy chục g chưa tải rồi nạo_bao tiền mua skin cũng phải đợi_tải tài_nguyên bực_mình vkl,Negative,"price, update"
Đỗ Hà Phương,3,"Xét lại mùa hạng cái là máy nó đơ, vào trận là màn hình đứng im",2025-07-09 05:35:24,1.59.1.5,0,0,Lien Quan Mobile,xét lại mùa hạng cái là máy nó đơ vào trận là màn hình đứng im,xét lại mùa hạng cái là máy nó đơ vào trận là màn_hình đứng im,Neutral,bug
07. Nguyễn Ngọc Duy,1,cập nhật xong lag một số tướng thì mất luôn mô hình,2025-07-09 05:35:24,1.59.1.5,0,1,Lien Quan Mobile,cập nhật xong lag một số tướng thì mất luôn mô hình,cập_nhật xong lag một_số tướng thì mất luôn mô_hình,Negative,"lag, performance, update"
Cs2b Bố Già,5,chơi hay,2025-07-09 05:35:22,1.58.1.2,0,0,Lien Quan Mobile,chơi hay,chơi hay,Positive,none
Tien Vu,5,tốt,2025-07-09 05:35:08,1.59.1.5,0,0,Lien Quan Mobile,tốt,tốt,Positive,none
Phúc Nguyễn,5,chơi quá hay tướng quá đẹp 5 sao khỏi nói,2025-07-09 05:34:50,1.58.1.2,0,0,Lien Quan Mobile,chơi quá hay tướng quá đẹp sao khỏi nói,chơi quá hay tướng quá đẹp sao khỏi nói,Positive,none
Nguyen sinh,1,Sao tui đánh mấy trận 5v5 vs 1v1 lại ko tăng uy tín vậy,2025-07-09 05:34:43,1.58.1.2,1,1,Lien Quan Mobile,sao tui đánh mấy trận v vs v lại ko tăng uy tín vậy,sao tui đánh mấy trận v vs v lại ko tăng uy_tín vậy,Negative,other
Phú Văn,5,game hay cuốn đấy,2025-07-09 05:33:54,1.58.1.2,0,0,Lien Quan Mobile,game hay cuốn đấy,game hay cuốn đấy,Positive,none
Phúc Tạ,5,tên game untraman. game hay nhưng đội hơi nghỉ hè ^^,2025-07-09 05:33:37,1.58.1.2,1,0,Lien Quan Mobile,tên game untraman game hay nhưng đội hơi nghỉ hè,tên game untraman game hay nhưng đội hơi nghỉ_hè,Positive,none
Mình Đức Phùng,4,9₫/10₫ đổi lại cái chọn tướng trong trận là ok,2025-07-09 05:33:23,1.59.1.5,7,0,Lien Quan Mobile,₫₫ đổi lại cái chọn tướng trong trận là ok,₫ ₫_đổi lại cái chọn tướng trong trận là ok,Positive,none
Minh Bui,4,ổn,2025-07-09 05:33:22,1.58.1.2,0,0,Lien Quan Mobile,ổn,ổn,Positive,none
Linh Khương Khánh,1,game rác,2025-07-09 05:33:19,1.59.1.5,1,1,Lien Quan Mobile,game rác,game rác,Negative,trash
Thoa Nguyễn Thị Kim,1,toan pha gem ma choi cai deo gi nua,2025-07-09 05:33:13,1.59.1.5,0,1,Lien Quan Mobile,toan pha gem ma choi cai deo gi nua,toan pha gem ma choi cai_deo gi_nua,Negative,other
vang phuoc,1,đc,2025-07-09 05:32:59,1.59.1.5,0,1,Lien Quan Mobile,đc,đc,Negative,other
Nguyen Khue,5,quá hay,2025-07-09 05:32:32,1.58.1.2,0,0,Lien Quan Mobile,quá hay,quá hay,Positive,none
thaiduong mai,5,hay,2025-07-09 05:32:31,1.58.1.2,0,0,Lien Quan Mobile,hay,hay,Positive,none
nga dao,5,game rất hay,2025-07-09 05:32:27,1.58.1.2,0,0,Lien Quan Mobile,game rất hay,game rất hay,Positive,none
Hạ Nguyễn,5,chs game giải trí rất ok nhưng đồng đội hơi phế,2025-07-09 05:32:19,1.58.1.2,0,0,Lien Quan Mobile,chs game giải trí rất ok nhưng đồng đội hơi phế,chs game giải_trí rất ok nhưng đồng_đội hơi phế,Positive,none
Ngọc Nguyễn Mỹ,5,"Khá ổn,vuiiii",2025-07-09 05:32:14,1.59.1.5,0,0,Lien Quan Mobile,khá ổnvuiiii,khá ổnvuiiii,Positive,none
Hà Phùng Thị,5,tạm,2025-07-09 05:32:01,1.58.1.2,0,0,Lien Quan Mobile,tạm,tạm,Positive,none
Thủy Trần,5,quá hay,2025-07-09 05:31:56,1.58.1.2,0,0,Lien Quan Mobile,quá hay,quá hay,Positive,none
Minh Huy (Huy Hay Báo),1,game rác,2025-07-09 05:31:55,1.58.1.2,0,1,Lien Quan Mobile,game rác,game rác,Negative,trash
Lăng Nguyễn,1,Mỗi lần ra bản cập nhật là người chơi phải cập nhật lại hoàn toàn dữ liệu (gần 9 GB). Nhà phát triển game rất dở tệ trong việc ghi đè dữ liệu cũ hoặc phát triển đồ hoạ theo dạng đám mây. Mỗi lần update là tốn hơn 1 tiếng dowload dữ liệu game,2025-07-09 05:31:53,1.59.1.5,432,1,Lien Quan Mobile,mỗi lần ra bản cập nhật là người chơi phải cập nhật lại hoàn toàn dữ liệu gần gb nhà phát triển game rất dở tệ trong việc ghi đè dữ liệu cũ hoặc phát triển đồ hoạ theo dạng đám mây mỗi lần update là tốn hơn tiếng dowload dữ liệu game,mỗi lần ra bản cập_nhật là người chơi phải cập_nhật lại hoàn_toàn dữ_liệu gần gb nhà phát_triển game rất dở_tệ trong việc ghi_đè dữ_liệu cũ hoặc phát_triển đồ họa theo dạng đám mây mỗi lần update là tốn hơn tiếng dowload dữ_liệu game,Negative,"trash, update"
Kiều Nguyễn Thúy,5,anh gà dễ thương,2025-07-09 05:31:42,1.59.1.5,0,0,Lien Quan Mobile,anh gà dễ thương,anh gà dễ_thương,Positive,none
Hải Phúc,2,"lag, chơi quá nhìu nguời tranh đuờng, hack map, phá game",2025-07-09 05:31:39,1.58.1.2,0,1,Lien Quan Mobile,lag chơi quá nhìu nguời tranh đuờng hack map phá game,lag chơi quá nhìu nguời tranh đường hack map phá game,Negative,"hack, lag, performance, toxic"
Dein123 Cao,3,cập nhật xong sao kỳ vậy,2025-07-09 05:31:37,1.59.1.5,0,0,Lien Quan Mobile,cập nhật xong sao kỳ vậy,cập_nhật xong sao kỳ vậy,Neutral,update
Luc Le,5,rất vui,2025-07-09 05:31:34,1.59.1.5,0,0,Lien Quan Mobile,rất vui,rất vui,Positive,none
Dụng Ứng,5,tốt,2025-07-09 05:31:33,1.58.1.2,0,0,Lien Quan Mobile,tốt,tốt,Positive,none
DarkNights VN,1,Cập nhật game xong lag vãi l0z..dùng Snap 8s Gen 3 chứ có yếu đâu,2025-07-09 05:31:29,1.59.1.5,0,1,Lien Quan Mobile,cập nhật game xong lag vãi lzdùng snap s gen chứ có yếu đâu,cập_nhật game xong lag vãi lzdùng snap_s gen chứ có yếu đâu,Negative,"lag, performance, update"
TRANG Hua,4,Hơi nặng máy và lag,2025-07-09 05:31:11,1.59.1.5,0,0,Lien Quan Mobile,hơi nặng máy và lag,hơi nặng máy và lag,Positive,"lag, performance, update"
Bảo Sơn Bùi Trần,5,tui thích telanat của game này,2025-07-09 05:30:44,1.59.1.5,0,0,Lien Quan Mobile,tui thích telanat của game này,tui thích telanat của game này,Positive,none
Thị thúy Tạ,1,? game mới update mà sao tải rồi nhưng khi vào game thì hệ thống báo tải xuống không phản hồi thử lại sau ? là sao vậy ?,2025-07-09 05:30:36,1.59.1.5,1,1,Lien Quan Mobile,game mới update mà sao tải rồi nhưng khi vào game thì hệ thống báo tải xuống không phản hồi thử lại sau là sao vậy,game mới update mà sao_tải rồi nhưng khi vào game thì hệ_thống báo tải xuống không phản_hồi thử lại sau là sao vậy,Negative,update
Tuan Phung,5,game hay,2025-07-09 05:30:25,1.58.1.2,0,0,Lien Quan Mobile,game hay,game hay,Positive,none
Anh Nguyễn,3,"cập nhật xong bắt tải lại tài nguyên,chịu",2025-07-09 05:30:02,1.59.1.5,0,0,Lien Quan Mobile,cập nhật xong bắt tải lại tài nguyênchịu,cập_nhật xong bắt_tải lại tài_nguyênchịu,Neutral,update
Vũ Hoàng Long,5,hay,2025-07-09 05:29:59,1.58.1.2,0,0,Lien Quan Mobile,hay,hay,Positive,none
Tùng Khắc,1,game dbrr,2025-07-09 05:29:57,1.58.1.2,0,1,Lien Quan Mobile,game dbrr,game dbrr,Negative,other
Trần Tiến Huy,1,đang chơi game thì bị mẹ gank yêu cầu nhà phát hành fix lỗi này,2025-07-09 05:29:56,1.58.1.2,0,1,Lien Quan Mobile,đang chơi game thì bị mẹ gank yêu cầu nhà phát hành fix lỗi này,đang chơi game thì bị mẹ gank yêu_cầu nhà phát_hành fix lỗi này,Negative,bug
My Nguyên,3,giải trí vui vẻ đôi khi hơi lag,2025-07-09 05:29:45,1.58.1.2,0,0,Lien Quan Mobile,giải trí vui vẻ đôi khi hơi lag,giải_trí vui_vẻ đôi_khi hơi lag,Neutral,"lag, performance"
