user_name,score,review_text,review_date,app_version,thumbs_up,churned,app,sentiment,Attribute,Value
Nhân Ng,5,game hay,09/07/2025 03:20,1.59.1.5,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Hai Cô,4,tôi thấy game hay nhưng còn rất tình trạng afk,09/07/2025 03:19,1.59.1.5,0,0,Lien Quan Mobile,Positive,churn_reason.1,toxic
Hien Huynh,5,chơi vui,09/07/2025 03:19,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Trần Hồng Phúc,4,Update xong lại phải tải lại hết tài nguyên game? Trong khi trước đó vẫn còn đủ.,09/07/2025 03:19,1.59.1.5,1,0,Lien Quan Mobile,Positive,churn_reason.1,update
Thap Y,5,game chơi hay,09/07/2025 03:19,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
LmNgọc,4,"tại game mà tui bị suy thận rồi đó,dỗi!!🤬",09/07/2025 03:19,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Trần Thị Thảo,3,đề nghị game cho cấm nhiều con hơn trog đấu rank,09/07/2025 03:18,1.58.1.2,0,0,Lien Quan Mobile,Neutral,churn_reason.1,none
Hieu Điện thoại,1,làm ơn cập nhật game đừng có bắt người ta tải lại toàn bộ chỉ cần tải lại những thứ mới cập nhật được không?,09/07/2025 03:18,1.59.1.5,1,1,Lien Quan Mobile,Negative,churn_reason.1,update
LvT Gamer,1,Tôi rất thất vọng lúc máy lag kết nối lại nó vẫn ghi kết nối lại thủ công ko hiểu game.,09/07/2025 03:18,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,lag
LvT Gamer,1,Tôi rất thất vọng lúc máy lag kết nối lại nó vẫn ghi kết nối lại thủ công ko hiểu game.,09/07/2025 03:18,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.2, performance
Hà Lê,4,đc nhưng hơi nặng,09/07/2025 03:18,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,performance
Hà Lê,4,đc nhưng hơi nặng,09/07/2025 03:18,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.2, update
Chac Tran,1,Tôi muốn NPH cập nhật shop đổi mảnh trang phục với tướng cũng lâu rồi không thấy cập nhật,09/07/2025 03:17,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,update
Triều Thanh,5,rất hay,09/07/2025 03:17,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Lý Thanh,1,ko đăng nhập được :(,09/07/2025 03:17,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Quoc Phong,4,game hay nhưng lag,09/07/2025 03:17,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,lag
Quoc Phong,4,game hay nhưng lag,09/07/2025 03:17,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.2, performance
Tỷ Thỏ,1,Mất acc ko rõ lí do.,09/07/2025 03:17,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Quang Trần,4,ổn,09/07/2025 03:16,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Nhật Chu,1,Cập nhật xong sao lại tải lại dữ liệu game từ đầu,09/07/2025 03:16,1.59.1.5,1,1,Lien Quan Mobile,Negative,churn_reason.1,update
Kiêm Lò,5,cập nhật sonng bị mất gói tài nguyên vs vô game phải đăng nhập lại mong garena khắc phục,09/07/2025 03:16,1.59.1.5,0,0,Lien Quan Mobile,Positive,churn_reason.1,update
Anh Duy,5,tốt,09/07/2025 03:16,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Khánh Kim,5,tôi thấy hay,09/07/2025 03:16,1.59.1.5,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Phát vĩnh Trần,5,5 sao k có nhưng😘🥰,09/07/2025 03:16,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Tình Bùi,5,Vui game có nhiều sự kiện,09/07/2025 03:16,1.59.1.5,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Ân Nguyễn,5,chơi vui í,09/07/2025 03:16,1.59.1.5,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Dung Dung,3,đồng đội như ....,09/07/2025 03:16,1.58.1.2,0,0,Lien Quan Mobile,Neutral,churn_reason.1,none
Minh Phúc Trần,5,ok,09/07/2025 03:15,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Tuấn Kiệt Huỳnh,5,"Bản kia thì ko nói chứ bản thử nghiệm tháng 5 đến 6 năm nay như skibidi 😭 ( nút di chuyển ko tốt, hơi lag tí""có thể do đt"",...).",09/07/2025 03:15,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,lag
Tuấn Kiệt Huỳnh,5,"Bản kia thì ko nói chứ bản thử nghiệm tháng 5 đến 6 năm nay như skibidi 😭 ( nút di chuyển ko tốt, hơi lag tí""có thể do đt"",...).",09/07/2025 03:15,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.2, performance
Phuc Cong,1,game chơi toàn trừ uy tín.khi không afk,09/07/2025 03:15,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,matchmaking
Phuc Cong,1,game chơi toàn trừ uy tín.khi không afk,09/07/2025 03:15,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.2, toxic
Phan Thanh Tiền Nguyễn,5,vui,09/07/2025 03:15,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Chi Quynh,5,game hay lắm,09/07/2025 03:14,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Gggg Rrrfg,5,game càng ra cấu hình mới càng chán không được như cũ,09/07/2025 03:14,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Khoi Minh,1,đang solo flo kèo 10m bị bấm nhầm vào gg,09/07/2025 03:14,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Ha030788 Hoang,3,yêu cầu khắc chế khối nghỉ hè,09/07/2025 03:14,1.59.1.5,0,0,Lien Quan Mobile,Neutral,churn_reason.1,none
Black vn Black,5,hay,09/07/2025 03:14,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
H hoa Siu,5,❤️❤️❤️,09/07/2025 03:14,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Tuấn Hải Khuất,1,trừ uy tín sai bét,09/07/2025 03:14,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,matchmaking
Thắm Lý,4,chuyển giao thêm skin saphera coiii,09/07/2025 03:13,1.58.1.2,1,0,Lien Quan Mobile,Positive,churn_reason.1,none
Trung Thân,5,game hay phát qhuy free,09/07/2025 03:13,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Oanh Nguyen thi,5,game hay skin đẹp chứ ko giống như gane m,09/07/2025 03:13,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Koi Kj,5,đang chơi mà mắc ỉa nên cho 5 sao😡😡😡,09/07/2025 03:13,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
thoan Nguyễn,5,game hay =)),09/07/2025 03:12,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
nguyen manh hoai,1,game rác ghép toàn phá game,09/07/2025 03:12,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,toxic
nguyen manh hoai,1,game rác ghép toàn phá game,09/07/2025 03:12,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.2, trash
Tuyến Võ,3,rất tiệt vời,09/07/2025 03:12,1.58.1.2,0,0,Lien Quan Mobile,Neutral,churn_reason.1,none
Chinh Đặng,5,game ok mà,09/07/2025 03:12,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Hoang Nhung Do Thi,1,chơi cứ bắt reset làm khó khăn ng ta cày h mất hết ghét,09/07/2025 03:11,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Bích Phạm,5,game hay mỗi tội khối nghỉ hè phá nhiều,09/07/2025 03:11,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Thủy Phạm,5,oke đc á ♡,09/07/2025 03:11,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Xuan Anh,3,đề nghị liên quân sửa hệ thống tố cáo cho công bằng hơn chứ nhiều khi không làm gì cũng bị tố cáo xàm nữa,09/07/2025 03:11,1.59.1.5,1,0,Lien Quan Mobile,Neutral,churn_reason.1,toxic
꧁quang thiện༻꧂,5,mãi yêu lq,09/07/2025 03:11,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Quỳnh Nguyễn,5,hay,09/07/2025 03:11,1.59.1.5,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
GIA ĐÌNH HẠNH PHÚC,2,Ok,09/07/2025 03:11,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Ngọc Vy (Vợ iu Lee Jun Young),5,đẳng cấp,09/07/2025 03:11,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Satoru Gojo,1,game max rác,09/07/2025 03:11,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,trash
Đặng Thị Ngọc Châu,5,tuyệt,09/07/2025 03:11,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Thu Ha,4,Game vui (◍•ᴗ•◍)❤(✿ ♡‿♡)( ˘ ³˘)♥♡˖꒰ᵕ༚ᵕ⑅꒱,09/07/2025 03:10,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Thuylinh Le,5,game hay. t là trâm Anh 1 tỷ tiéng,09/07/2025 03:10,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Bắp Hoàng,4,ngày càng phát triển ( xử lí các hành vi phá game thật nặng ),09/07/2025 03:10,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,performance
Bắp Hoàng,4,ngày càng phát triển ( xử lí các hành vi phá game thật nặng ),09/07/2025 03:10,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.2, toxic
Bắp Hoàng,4,ngày càng phát triển ( xử lí các hành vi phá game thật nặng ),09/07/2025 03:10,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.3, update
Minh Le,4,game khá hay nhưng tải tn hơi lag và đg trong trận hay bị văn game mong nhà phát hành sửa đổi,09/07/2025 03:10,1.59.1.5,1,0,Lien Quan Mobile,Positive,churn_reason.1,lag
Minh Le,4,game khá hay nhưng tải tn hơi lag và đg trong trận hay bị văn game mong nhà phát hành sửa đổi,09/07/2025 03:10,1.59.1.5,1,0,Lien Quan Mobile,Positive,churn_reason.2, performance
Qui Bùi Anh,5,game nay cjo nhiều sự kiện xịn quá game xịn sò thiệt❤,09/07/2025 03:10,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
An Lê Tiến,5,game hay,09/07/2025 03:10,1.58.1.2,1,0,Lien Quan Mobile,Positive,churn_reason.1,none
Tiến Nguyễn Văn,2,"Mong game bỏ cái việc mà bị 4 thằng tố cáo Lăng Mạ thì bị cấm chat.Bởi vừa nãy tôi ghép thế giới thì gặp 4 thằng là bạn của nhau,tôi chs grakk đi sp thì cầm nhầm tốc hành nên bị chửi tôi nói lại vài câu (t cầm nhầm;t kéo cũng hay mà)thì bọn nó ra ngoài tố cáo tôi và tôi bị trừ 2 uy tín + cấm chat 1 ngày ???",09/07/2025 03:10,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,matchmaking
Tiến Nguyễn Văn,2,"Mong game bỏ cái việc mà bị 4 thằng tố cáo Lăng Mạ thì bị cấm chat.Bởi vừa nãy tôi ghép thế giới thì gặp 4 thằng là bạn của nhau,tôi chs grakk đi sp thì cầm nhầm tốc hành nên bị chửi tôi nói lại vài câu (t cầm nhầm;t kéo cũng hay mà)thì bọn nó ra ngoài tố cáo tôi và tôi bị trừ 2 uy tín + cấm chat 1 ngày ???",09/07/2025 03:10,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.2, toxic
ThiHue Bui,1,Ghét ghép phải bọn con gái,09/07/2025 03:10,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Phương Tuyết,5,"tr ơi mn đánh giá lại cho game đi thấy game còn 3,4* tội vc😭",09/07/2025 03:10,1.59.1.5,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Thi Mai Lai,5,tốt 💯,09/07/2025 03:10,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Trung Nguyen,1,đánh giá 1 sao vì mới vô định chơi cái cấm chơi đến ngày 15 tháng 7 8h59 mới cho,09/07/2025 03:10,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Đạt Liliana,5,Laggg như chó game như cak,09/07/2025 03:10,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,lag
Đạt Liliana,5,Laggg như chó game như cak,09/07/2025 03:10,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.2, performance
Thiên Long Trần,5,chơi rất vui,09/07/2025 03:09,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Huy Tran,1,"game hay nha cân bằng tướng nguuu sau cập nhật nguu x2 , gặp toàn máy bé thượng đẳng , với lại tố cáo chả thấm nó nữa , nói chung là game cho chó chơi",09/07/2025 03:09,1.59.1.5,187,1,Lien Quan Mobile,Negative,churn_reason.1,toxic
Huy Tran,1,"game hay nha cân bằng tướng nguuu sau cập nhật nguu x2 , gặp toàn máy bé thượng đẳng , với lại tố cáo chả thấm nó nữa , nói chung là game cho chó chơi",09/07/2025 03:09,1.59.1.5,187,1,Lien Quan Mobile,Negative,churn_reason.2, update
Minh Thắng Trần,1,Tại sao cập nhật xong bị chơi lại,09/07/2025 03:09,1.58.1.2,6,1,Lien Quan Mobile,Negative,churn_reason.1,update
Truyen Pham,1,hãy kiểm tra những kẻ phá gem trừ uy tín 9 điểm cho nó bo tat,09/07/2025 03:09,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,matchmaking
Ha Ha,5,đề nghị phụ huynh kiểm soát điện thoại của mình và con mình tránh để trẻ con đụng vào game trong kì nghỉ hè này :)),09/07/2025 03:09,1.58.1.2,9,0,Lien Quan Mobile,Positive,churn_reason.1,none
Uyen Nguyen,5,Có điều mất 2acc 20tr thì còn lại ok:)),09/07/2025 03:09,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Kim Anh Trần Vũ,5,okk,09/07/2025 03:09,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Thanh Tung,2,tuyệt vời cà là vời luông nha 😉👍😃,09/07/2025 03:09,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Thành Triệu Phạm,5,"trải nghiệm tốt, hay cực raaaaa =))) ♡♡",09/07/2025 03:09,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
05-Nguyễn Tiến Đạt,5,game hay quá:D,09/07/2025 03:08,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Văn Tám Nguyễn,4,Nhà làm game muốn phát triển thì nếu người chơi afk vào lại trận tôi yêu cầu cho họ vào nhanh hơn chứ thời gian vào trận quá lâu ảnh hưởng đến người chơi khác,09/07/2025 03:08,1.59.1.5,2,0,Lien Quan Mobile,Positive,churn_reason.1,toxic
Ha Nguyen,1,Thật là chán vì những món quà chưa kịp làm xong thì đã hết rồi,09/07/2025 03:08,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Trí Anh Kiều,5,đúng game kĩ năng,09/07/2025 03:08,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Việt Lê Đức,2,ghép team như c,09/07/2025 03:07,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,matchmaking
Takahashi Rin,5,"Sửa cơ chế ghép trận với mấy đứa tranh lane phá game là ngon, đợt này gà hào phóng phết=))",09/07/2025 03:07,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,matchmaking
Takahashi Rin,5,"Sửa cơ chế ghép trận với mấy đứa tranh lane phá game là ngon, đợt này gà hào phóng phết=))",09/07/2025 03:07,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.2, toxic
Hà Thu,1,rác rưởi. Tải full 13GB song update cái mất sạch 11 GB dữ liệu . bắt tải lại từ đâu. không hiểu làm thế để làm gì,09/07/2025 03:07,1.59.1.5,14,1,Lien Quan Mobile,Negative,churn_reason.1,trash
Hà Thu,1,rác rưởi. Tải full 13GB song update cái mất sạch 11 GB dữ liệu . bắt tải lại từ đâu. không hiểu làm thế để làm gì,09/07/2025 03:07,1.59.1.5,14,1,Lien Quan Mobile,Negative,churn_reason.2, update
Mến Mai ngọc,4,hay,09/07/2025 03:07,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Huy Do,1,lag,09/07/2025 03:07,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,lag
Huy Do,1,lag,09/07/2025 03:07,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.2, performance
Nam Phương,1,Lọc mấy ng phá game với mấy đứa chơi đần hộ,09/07/2025 03:06,1.59.1.5,5,1,Lien Quan Mobile,Negative,churn_reason.1,toxic
Khang Trần,1,Quá phế,09/07/2025 03:06,1.58.1.2,1,1,Lien Quan Mobile,Negative,churn_reason.1,other
Ro Pu,4,game hay nhưng khá nhiều tình trạng phá game,09/07/2025 03:06,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,toxic
Nghĩa Nguyễn,2,K làm gì cx bị tố cáo xong đứa khác phá thì không tố cáo được.Ghép trận thì toàn mấy đứa chơi ngu vl.Game cần cải thiện hơn,09/07/2025 03:06,1.58.1.2,2,1,Lien Quan Mobile,Negative,churn_reason.1,matchmaking
Nghĩa Nguyễn,2,K làm gì cx bị tố cáo xong đứa khác phá thì không tố cáo được.Ghép trận thì toàn mấy đứa chơi ngu vl.Game cần cải thiện hơn,09/07/2025 03:06,1.58.1.2,2,1,Lien Quan Mobile,Negative,churn_reason.2, toxic
Tich Levan,5,chơi được,09/07/2025 03:06,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Ngoctham Ho,5,rất tốt.,09/07/2025 03:06,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
hieu nguyen trung,1,Game gì càng cập nhật càng tệ. bỏ não vô trước khi cập nhật đk ko,09/07/2025 03:06,1.59.1.5,1,1,Lien Quan Mobile,Negative,churn_reason.1,trash
hieu nguyen trung,1,Game gì càng cập nhật càng tệ. bỏ não vô trước khi cập nhật đk ko,09/07/2025 03:06,1.59.1.5,1,1,Lien Quan Mobile,Negative,churn_reason.2, update
K H,1,game l,09/07/2025 03:06,1.58.1.2,2,1,Lien Quan Mobile,Negative,churn_reason.1,other
minhkhuee Nguyễn Ngọc Minh Khuê,3,cập nhật xong k vào đc game anh gà ơi😢😢,09/07/2025 03:06,1.58.1.2,0,0,Lien Quan Mobile,Neutral,churn_reason.1,update
Kim ngọc Lại,5,game hay,09/07/2025 03:05,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Nguyễn Minh,5,Hay,09/07/2025 03:05,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Đăng Nguyễn khắc,4,hay nha nhưng hơi lag,09/07/2025 03:05,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,lag
Đăng Nguyễn khắc,4,hay nha nhưng hơi lag,09/07/2025 03:05,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.2, performance
Minh Nguyễn,5,"Game ngon, cơm rất sạch, 10 điểm không có nhưng",09/07/2025 03:05,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Đạt Nguyễn,3,Do game có nhiều lỗi và ghép thì vẫn có những thành phá game xong bật mic lên chửi mà ko bị trừ uy tín,09/07/2025 03:05,1.59.1.5,1,0,Lien Quan Mobile,Neutral,churn_reason.1,bug
Đạt Nguyễn,3,Do game có nhiều lỗi và ghép thì vẫn có những thành phá game xong bật mic lên chửi mà ko bị trừ uy tín,09/07/2025 03:05,1.59.1.5,1,0,Lien Quan Mobile,Neutral,churn_reason.2, matchmaking
Đạt Nguyễn,3,Do game có nhiều lỗi và ghép thì vẫn có những thành phá game xong bật mic lên chửi mà ko bị trừ uy tín,09/07/2025 03:05,1.59.1.5,1,0,Lien Quan Mobile,Neutral,churn_reason.3, toxic
Phương Nghi Huỳnh Thị,5,game ok,09/07/2025 03:05,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Nhỏ Táo,5,hay,09/07/2025 03:05,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Long Duc,5,A gà sộp waaa,09/07/2025 03:05,1.58.1.2,2,0,Lien Quan Mobile,Positive,churn_reason.1,none
Duy Nguyễn,5,Vui quá,09/07/2025 03:05,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Thoai Dien,5,ngu,09/07/2025 03:05,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Thọ Nguyễn,5,nên tải,09/07/2025 03:05,1.59.1.5,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Phúc Nguyễn,2,game suốt ngày trừ uy tín của ngta,09/07/2025 03:05,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,matchmaking
Trần Anh Đức,5,Game có cho nói chuyện nữa ko.pm bình thường cũng không dc.tuc đien luôn.up kiểu này đừng úp nữa.cấm khẩu luôn đi,09/07/2025 03:04,1.58.1.2,1,0,Lien Quan Mobile,Positive,churn_reason.1,none
Phương Ngạn Đông,1,"đề nghị game nên chỉnh sửa phương thức ghép ,ghép toàn với rank cao hơn mình chơi ko lại",09/07/2025 03:04,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Thu Nguyễn,3,tệ vì chơi đc nhưng toxic nhiều và toàn mấy thg đánh ng mạng thì căng cứ lại ko ổn định bật 4g cx v,09/07/2025 03:04,1.58.1.2,0,0,Lien Quan Mobile,Neutral,churn_reason.1,toxic
Thu Nguyễn,3,tệ vì chơi đc nhưng toxic nhiều và toàn mấy thg đánh ng mạng thì căng cứ lại ko ổn định bật 4g cx v,09/07/2025 03:04,1.58.1.2,0,0,Lien Quan Mobile,Neutral,churn_reason.2, trash
Quyet Nguyen,2,cập nhật xong là toàn bị out khó chịu vl,09/07/2025 03:04,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,update
Hiến Nông,1,ko cập nhật được,09/07/2025 03:04,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,update
Huế Lê,5,hay,09/07/2025 03:04,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Trọng Minh Nguyễn,1,tướng mới trong phiên bản này cân cả cái bản đồ rồi khống chế thì thôi rồi di chuyển còn dell đc mong garena chỉnh sửa lại sức mạnh của vị tướng mới,09/07/2025 03:04,1.59.1.5,5,1,Lien Quan Mobile,Negative,churn_reason.1,other
Phone Thạch,5,oke 👌,09/07/2025 03:04,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Long Lê Hoàng,5,hè này đc test 900+ skin free thì còn j bằng😯,09/07/2025 03:03,1.59.1.5,1,0,Lien Quan Mobile,Positive,churn_reason.1,none
Huy Duc,5,game r hay,09/07/2025 03:03,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Nguyễn Minh An,3,"game lag vãi, đấu thử mất tướng thành con gì luôn ,game cân bằng nhưu sit ,tướng mạnh thì ko giảm mấy tướng yếu thì ko tăng",09/07/2025 03:03,1.59.1.5,36,0,Lien Quan Mobile,Neutral,churn_reason.1,lag
Nguyễn Minh An,3,"game lag vãi, đấu thử mất tướng thành con gì luôn ,game cân bằng nhưu sit ,tướng mạnh thì ko giảm mấy tướng yếu thì ko tăng",09/07/2025 03:03,1.59.1.5,36,0,Lien Quan Mobile,Neutral,churn_reason.2, performance
Văn Vốn Nguyễn,5,Game hay nhưng tui gank thấp ☠️,09/07/2025 03:03,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Co Có,1,cập nhật là mất hết tài nguyên phải tải lại khó chịu vãi,09/07/2025 03:03,1.59.1.5,0,1,Lien Quan Mobile,Negative,churn_reason.1,update
Tuyên Hoàng,5,hay nha nên tải về chơi,09/07/2025 03:03,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Phong Voc,5,game cuốn,09/07/2025 03:03,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Thanh Đinh,5,tốt,09/07/2025 03:03,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Tài Lê,5,yêu liên quân,09/07/2025 03:03,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Chinh Đặng Duy,1,Hệ thống tố cáo như concak,09/07/2025 03:02,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,toxic
B G,3,game như này k đc r,09/07/2025 03:02,1.58.1.2,0,0,Lien Quan Mobile,Neutral,churn_reason.1,none
Linh Ma thị mai linh,1,chs toạn gặp Tema ngu vl Tema bn thì đánh như tuyển thủ ý xong lúc Tema đang đẩy lên win thì lại có 2 đứa đi ăn tà xong chết hết lại chửi bảo ngu ko bt ăn tà là thắng r,09/07/2025 03:02,1.59.1.5,5,1,Lien Quan Mobile,Negative,churn_reason.1,toxic
Nguyen Phan,5,Game hay phết,09/07/2025 03:02,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Truong Ly Tuong,4,hay nhưng hơi lag,09/07/2025 03:02,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,lag
Truong Ly Tuong,4,hay nhưng hơi lag,09/07/2025 03:02,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.2, performance
Athuwxikgai Cao,1,nhiều GB quá ko tải đc hết,09/07/2025 03:02,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,other
Thị Yến Trần,5,game hay,09/07/2025 03:02,1.59.1.5,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Truc Thien,5,ok chơi game đã mà game hơi bị gì á nha shop ơi,09/07/2025 03:02,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
DELL daylamaytinh,5,hay vaiz,09/07/2025 03:02,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
Minh Nguyen,1,gema bị lỗi đang chơi thoát ra bị trừ uy tín khó chịu vãi còn chơi rạp mấy thằng phá gema 😭,09/07/2025 03:02,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.1,bug
Minh Nguyen,1,gema bị lỗi đang chơi thoát ra bị trừ uy tín khó chịu vãi còn chơi rạp mấy thằng phá gema 😭,09/07/2025 03:02,1.58.1.2,0,1,Lien Quan Mobile,Negative,churn_reason.2, matchmaking
Lê Minh,4,cũng đc,09/07/2025 03:02,1.58.1.2,0,0,Lien Quan Mobile,Positive,churn_reason.1,none
trần duy,3,còn nhiều buff và lỗi,09/07/2025 03:02,1.58.1.2,0,0,Lien Quan Mobile,Neutral,churn_reason.1,bug
Mỹ Duyên Lê Thị,5,Vui,09/07/2025 03:02,1.58.1.2,2,0,Lien Quan Mobile,Positive,churn_reason.1,none
