user_name,score,review_text,review_date,app_version,thumbs_up,churned,app
Tiến Lê,3,tạm đc,2025-07-10 12:10:43,1.59.1.5,4,0,Lien Quan Mobile
Nguyễn Thị Là - Nguyễn Thị Lượt,5,game rất hay,2025-07-10 12:10:11,1.58.1.2,0,0,Lien Quan Mobile
Đặng Hùng Anh,5,quá hay tôi có thể chơi hoài không chán,2025-07-10 12:07:55,1.59.1.5,0,0,Lien Quan Mobile
xuân Hiền Bàn,1,"chịu rồi đó?? sao lúc nào lq cập nhật cũng bị lỗi vậy??? vào trận thì đứng im ko di chuyển đc, lúc nào cũng bị bật là sao bộ cập nhật không thể yên ổn đc à cập nhận lên phiên bản mới toàn lỗi gì đâu không!",2025-07-10 12:03:36,1.59.1.5,0,1,Lien Quan Mobile
Huy Hoàng,1,đống đội afk phá game nói tục không mất uy tín ? còm con tướng mới thì quá bá bộ liên quân hết ý tưởng à ? nó chết rồi còn có thể kill được mình là sao ? đề nghị giảm sức mạnh,2025-07-10 12:03:05,1.59.1.5,0,1,Lien Quan Mobile
Huong Nguyen,5,geam hay kh có gi để chê,2025-07-10 12:02:50,1.59.1.5,0,0,Lien Quan Mobile
Trang Thùy,5,game hay,2025-07-10 12:02:20,1.58.1.2,0,0,Lien Quan Mobile
Hai Hoang,5,khá hay mọi ng đánh giá thấp vì lagg nhưng đây là game đồ hoạ cao nên máy yếu ko chịu đc là phải,2025-07-10 12:01:53,1.59.1.5,0,0,Lien Quan Mobile
Bùi Lâm,1,cập nhập xg game lag như l,2025-07-10 12:01:23,1.59.1.5,0,1,Lien Quan Mobile
Em Tai,1,cập nhật xong đánh giật vl mà tải cập nhật hơn 1 tiếng vẫn chưa xong,2025-07-10 12:01:00,1.59.1.5,0,1,Lien Quan Mobile
Phor Romah,5,hay,2025-07-10 12:00:33,1.58.1.2,0,0,Lien Quan Mobile
Ham Rlan,3,❤️‍🩹,2025-07-10 12:00:11,1.58.1.2,0,0,Lien Quan Mobile
Thắng Nguyễn văn,5,game hay vc skin lại đẹp,2025-07-10 11:58:05,1.58.1.2,0,0,Lien Quan Mobile
Na An,4,mình thì cảm thấy game có rất nhiều đồ họa đẹp như lag quá nên chỉ 4 sao là ok r,2025-07-10 11:57:57,1.59.1.5,0,0,Lien Quan Mobile
dung le,1,lag,2025-07-10 11:56:30,1.59.1.5,0,1,Lien Quan Mobile
Đoàn K,5,game này chơi rất hay,2025-07-10 11:55:06,1.59.1.5,0,0,Lien Quan Mobile
Phan Thị Ngọc Ánh,5,hay nha,2025-07-10 11:54:24,1.58.1.2,0,0,Lien Quan Mobile
Nhàn Thanh1,2,game đẹp nên chơi,2025-07-10 11:52:17,1.58.1.2,0,1,Lien Quan Mobile
Long Huynh,1,game nên có biện pháp xử lí với tình trạng afk đồng đội tôi afk nhưng tôi ko được bù lại sao tố cáo cũng không bị trừ ủy tín có phải game đã quá khắc khe với việc bù sao không khi game 5vs5 giờ chỉ còn là 4vs5 hoàn toàn không đợi đc đến khi được bù sao,2025-07-10 11:52:03,1.59.1.5,0,1,Lien Quan Mobile
Lien Tran,4,"4 sao, nhưng có điều rất lag tui mới đứng trong bụi để biến về hồi máu cái nó lag cho tui ch3t . Cái xong lát tui đang đi cái nó tự đi nó tự đánh cái tui ch3t cái lát tui hồi xong nữa thì nó cứ lập lại, nải giờ là đấu thường nha cái xong tui mới thoát ra vô lại cái nó trừ 13 uy tín mong nhà phát hành sửa nha ạ tớ nói thôi chứ ko phải là cà khịa với những game kia đâu nha nên đừng hiểu lầm ạ.Nhưng game chơi rất vui tui chơi hoài à hihi đừng hiểu lầm mình nha ạ 😊mãi love game ạ hihi yêu nhiều ạ",2025-07-10 11:51:52,1.58.1.2,0,0,Lien Quan Mobile
Kòj Thuy,2,mùa mới ghép trận toàn gặp thứ j đâu,2025-07-10 11:51:05,1.59.1.5,1,1,Lien Quan Mobile
Vinh Quang,5,chs hay,2025-07-10 11:49:52,1.59.1.5,0,0,Lien Quan Mobile
Nguyễn Nhật Huy (Ông Thần Ngủ),1,"sau lần update này thì nặng hơn, lag hơn, lỗi nhiều hơn, đặc biệt là trong trận và trải nghiệm ng dùng, tải xong full gói tài nguyên, thoát ra vào lại thấy bắt tải lại từ đầu, game càng ngày càng tệ xứng đáng 0 sao",2025-07-10 11:49:29,1.58.1.2,0,1,Lien Quan Mobile
Thi Anh Vu,5,game hay nháaaaaaaaaaaa,2025-07-10 11:48:58,1.58.1.2,0,0,Lien Quan Mobile
Khôi Bảo,5,anh gà ơi mở lại tính năng tách face đi h e ko tách đc ko biết sao mới vào game đc với máy mới mong anh sớm fix để em còn đc trải nghiệm game với ạ 😭😭 muốn liên kết với garena nx ạ mong sớm đc sửa đừng bỏ tính năng đó nha anh,2025-07-10 11:48:29,1.59.1.5,0,0,Lien Quan Mobile
Vinh Lea,4,tốt nhưng ghép đội ga luôn,2025-07-10 11:46:52,1.59.1.5,0,0,Lien Quan Mobile
Quynh anh Le,4,quá hay,2025-07-10 11:44:46,1.58.1.2,0,0,Lien Quan Mobile
Thủy Trần,4,hay nhưng hơi tốn dung lượng,2025-07-10 11:44:23,1.59.1.5,0,0,Lien Quan Mobile
Võ Ngọc Như Ý,1,có hai từ vô duyên,2025-07-10 11:43:59,1.59.1.5,0,1,Lien Quan Mobile
Trungkhang Lê,1,cập nhật vô chơi lỗi ko có tiếng nhân vật lag dù đã dùng 5g chơi nặng máy,2025-07-10 11:39:33,1.59.1.5,0,1,Lien Quan Mobile
Hai Thien,1,cl nghỉ sao tải lại tài nguyên còn đường truyền qq,2025-07-10 11:39:03,1.59.1.5,0,1,Lien Quan Mobile
Phuong Nam,5,game hay lối chơi cuốn,2025-07-10 11:35:23,1.59.1.5,0,0,Lien Quan Mobile
Phương Đặng Ngọc Huy,1,càng cập nhật thì càng tốn dung lượng máy.,2025-07-10 11:31:06,1.59.1.5,0,1,Lien Quan Mobile
Huệ Trần,5,geam chơi rất hay vui nx,2025-07-10 11:29:36,1.58.1.2,0,0,Lien Quan Mobile
Van Chuckv,1,game cc cập nhật xong vô game dell vô đc văng ra cong trừ uy tín con mẹ chúng mày à. làm ăn như lol,2025-07-10 11:28:45,1.59.1.5,1,1,Lien Quan Mobile
Nguyễn Nguyễn,5,game hay lắm,2025-07-10 11:27:28,1.58.1.2,0,0,Lien Quan Mobile
An Trương,3,"mong Garena liên quân sửa lại trang bị của cờ liên quân , chứ toàn đồ linh tinh sao mà chơi lại .",2025-07-10 11:26:50,1.59.1.5,0,0,Lien Quan Mobile
4051 Wirenx,1,Li qui nhu cc,2025-07-10 11:26:15,1.59.1.5,0,1,Lien Quan Mobile
Đức Huỳnh,5,hay,2025-07-10 11:26:13,1.58.1.2,0,0,Lien Quan Mobile
He Mai thanh,4,gem hơi nhưng vui,2025-07-10 11:25:58,1.58.1.2,0,0,Lien Quan Mobile
Thuhoai,2,chơi game ok nhưng t hay bị văng ra vs lag vãi ý dù mạng căng nhe vs ph tải nặng máy vl,2025-07-10 11:25:53,1.58.1.2,0,1,Lien Quan Mobile
Mong Mông ao,5,chơi rất tốt,2025-07-10 11:25:30,1.58.1.2,0,0,Lien Quan Mobile
thư minh,3,cập nhật xong k vào đc game luôn 🤡🤡,2025-07-10 11:24:45,1.59.1.5,0,0,Lien Quan Mobile
Ccvvv Vvffgg,1,đề nghị NSX xoá liền tướng ms ra ik,2025-07-10 11:23:37,1.59.1.5,0,1,Lien Quan Mobile
Thinh Tran,4,game co loi chơi hay va kich tinh,2025-07-10 11:21:28,1.59.1.5,0,0,Lien Quan Mobile
Tương Thái,5,múp đỉnh chê mỗi cái tố cáo lỏ,2025-07-10 11:20:43,1.59.1.5,0,0,Lien Quan Mobile
Hieu Minh,1,phiên bản mới như quần què ad hay không cho chơi cho mấy thằng tù chơi,2025-07-10 11:18:20,1.59.1.5,0,1,Lien Quan Mobile
Hieu Ho dinh,1,game nhiều dung lượng tận 10GB,2025-07-10 11:18:17,1.58.1.2,0,1,Lien Quan Mobile
Nguyễn Tú,1,cập nhật xong thường xuyên văng game và lag không chịu nổi,2025-07-10 11:18:02,1.59.1.5,0,1,Lien Quan Mobile
Nguyễn Thanh long,5,game à ngươi đã mấy của ta biến mắt rồi kkk,2025-07-10 11:17:35,1.58.1.2,0,0,Lien Quan Mobile
Tiên Phạm Thị Mỹ,5,thích game này ghê :333 hay qué,2025-07-10 11:15:25,1.58.1.2,0,0,Lien Quan Mobile
Liên Lê,5,game hay hơn bài (TRÌNH) rồi 🙉,2025-07-10 11:15:14,1.58.1.2,0,0,Lien Quan Mobile
Minh Nguyen,5,tôi rất hài lòng,2025-07-10 11:14:23,1.59.1.5,0,0,Lien Quan Mobile
Kim Hoà Đặng thị,2,"game cập nhật xong liệt nút di chuyển mất âm thanh rất khó chơi, biến về k dc toàn phải chạy về",2025-07-10 11:14:11,1.59.1.5,0,1,Lien Quan Mobile
Nguyen Thanh,1,mỗi lần cập nhật là bắt buộc phải tải lại hết tài nguyên👎,2025-07-10 11:13:46,1.59.1.5,0,1,Lien Quan Mobile
Tung Le,5,hết nước chấm,2025-07-10 11:13:15,1.58.1.2,0,0,Lien Quan Mobile
11 . Nguyễn Huy Hoàng,1,lỗi game hoài .,2025-07-10 11:12:52,1.59.1.5,0,1,Lien Quan Mobile
Nga Thúy,3,"bth cập nhật chỉ mấy trăm MB, nay cập nhật tới hơn 1GB máy thực sự chịu không nổi, mong nhà phát hành xem lại game",2025-07-10 11:11:44,1.59.1.5,0,0,Lien Quan Mobile
Viết hải Lê,1,tại sao đến cập nhập cứ thua hoài vậy và chưa tải dữ liệu tất vả j cả,2025-07-10 11:11:35,1.59.1.5,0,1,Lien Quan Mobile
La Quynh,1,Choi nay day buoi,2025-07-10 11:11:04,1.59.1.5,0,1,Lien Quan Mobile
châu nguyễn,1,"game càng ngày càng nặng , đã thế còn hay văng game",2025-07-10 11:08:37,1.59.1.5,0,1,Lien Quan Mobile
74 Redmi,2,cập nhật xong lag vãi vô được có chút là thoát mong nhà làm game giảm dung lượng game xuống chút cho máy tui thở,2025-07-10 11:07:20,1.59.1.5,0,1,Lien Quan Mobile
Nga Nguyễn,2,"ghép toàn mấy đứa afk ,phá game nản thật sự",2025-07-10 11:05:57,1.59.1.5,30,1,Lien Quan Mobile
Bao Hoang,1,"ghép team như cc , game rác",2025-07-10 11:03:28,1.59.1.5,0,1,Lien Quan Mobile
My Nguyễn,2,mình nghĩ là gem nên cho nút thoát ý,2025-07-10 11:03:13,1.59.1.5,0,1,Lien Quan Mobile
Dinh Pham,3,cập nhật quá tốn tài nguyên anh gà nên xem lại chứ em ko tải đc. ff có tốn tài nguyên đâu mà anh gà lại mất quá nhiều dữ liệu :((( gem mà giải trí thôi chứ anh làm thế một năm cập nhật vài lần thì mất hết dữ liệu. em chỉ cho anh 3 sao thôi,2025-07-10 11:02:49,1.58.1.2,0,0,Lien Quan Mobile
Hoài MTN.,3,tải đc nhưng ko vô đc,2025-07-10 11:00:54,1.59.1.5,0,0,Lien Quan Mobile
Hiếu Đình,1,game ngày càng rác vào game k đc mạng rõ ổn định xong thoát ra vào lại xong trận báo afk trừ bao nhiêu uy tín cày lên đc tý lại ra lỗi đấy lại trừ tiếp không biết baoh mới lên lại 90 ut để chơi rank nữa game cc bù lại sao dùm cái,2025-07-10 11:00:11,1.59.1.5,0,1,Lien Quan Mobile
Ft Sao Z F,1,Tôi cảm thấy liền ít kĩ,2025-07-10 10:59:38,1.58.1.2,0,1,Lien Quan Mobile
Bảo Đỗ,5,cực vui,2025-07-10 10:59:23,1.59.1.5,0,0,Lien Quan Mobile
Duyên Phạm,1,9 trận game gặp 10 thk hack,2025-07-10 10:59:22,1.59.1.5,0,1,Lien Quan Mobile
Anh Nguyen,4,đang thử chưa biết như nào cho 4sao,2025-07-10 10:59:13,1.58.1.2,0,0,Lien Quan Mobile
Nguyễn ngọc hân,1,game bây giờ không được tốt lắm,2025-07-10 10:58:13,1.58.1.2,10,1,Lien Quan Mobile
Tai Ngo,1,Bị gì vậy tự nhiên bắt cập nhật lại từ đầu nể luôn,2025-07-10 10:57:33,1.59.1.5,0,1,Lien Quan Mobile
Nguyễn Khánh Ngọc,1,mong game xoá tướng ms và lm lại như cũ game càng ngày càng tệ người thick chs vera như tui rất khó chịu,2025-07-10 10:57:13,1.59.1.5,0,1,Lien Quan Mobile
Giang Ngo,3,cập nhật quá nhiều còn gặp nhiều trẩu nữa chớ,2025-07-10 10:52:59,1.58.1.2,0,0,Lien Quan Mobile
Mai Ngọc,4,hơi lag nhen,2025-07-10 10:52:13,1.59.1.5,0,0,Lien Quan Mobile
Vũ Hà Nguyễn,1,game lỗi phần tải tài nguyên vào trận. sài wifi hay mạng 4G điều báo lỗi tải gói tài nguyên không vào đc game. mong sớm sửa lỗi nặng này,2025-07-10 10:51:19,1.59.1.5,1,1,Lien Quan Mobile
Lê Hoàng Bách Họ lê,5,rất hay,2025-07-10 10:51:10,1.59.1.5,0,0,Lien Quan Mobile
Yến Ngọc,2,cập nhật xong mất luon acc,2025-07-10 10:50:39,1.59.1.5,0,1,Lien Quan Mobile
Téo Nguyễn,1,"lỏ vãi vô trận thì lâu vô thì thua, tải con but phượng cửu thiên lâu vl",2025-07-10 10:49:50,1.59.1.5,0,1,Lien Quan Mobile
An Lý,1,Chơi đứng,2025-07-10 10:49:41,1.58.1.2,0,1,Lien Quan Mobile
Bảo Ngọc (bnocc),4,-1 sao vì liên quân không hiện số,2025-07-10 10:47:35,1.59.1.5,0,0,Lien Quan Mobile
Tuyến Nguyễn,5,đáng lẽ trừ 1 sao tại vì cập nhật hoài tốn dung lương lắm cơ như iu lq,2025-07-10 10:47:03,1.59.1.5,0,0,Lien Quan Mobile
Duyen Nguyen,5,hay,2025-07-10 10:46:57,1.59.1.5,0,0,Lien Quan Mobile
Ngan Nguyen,1,cập nhật cái qq gì mà lổi tùm lum ... game đồ hoạ lổi .. vô game báo lổi .. dử liệu thì chạy hơn ma rược,2025-07-10 10:46:52,1.59.1.5,0,1,Lien Quan Mobile
Trịnh khánh huyền,5,gem hay mà,2025-07-10 10:45:45,1.59.1.5,0,0,Lien Quan Mobile
Hdhdhdh Bnshshs,5,Hay quá,2025-07-10 10:45:40,1.58.1.2,0,0,Lien Quan Mobile
Anhhungxadieudeptrai Nguyen,5,rất hay,2025-07-10 10:43:33,1.59.1.5,0,0,Lien Quan Mobile
trung,1,như cc,2025-07-10 10:35:57,1.59.1.5,0,1,Lien Quan Mobile
Hung Dao,5,hay hk thú vị,2025-07-10 10:32:55,1.58.1.2,0,0,Lien Quan Mobile
Tâm Thanh,5,game hay,2025-07-10 10:30:44,1.59.1.5,0,0,Lien Quan Mobile
Thành Nam Trần,1,hay nhưng mình rồi,2025-07-10 10:29:44,1.59.1.5,0,1,Lien Quan Mobile
Thái Đào,1,cập nhật xong tính kda chả hiểu kiểu gì dame tank thì hơi hết team xong hạng 2 3 trong khi kda với mọi thứ team đ ai bằng,2025-07-10 10:29:06,1.59.1.5,0,1,Lien Quan Mobile
melon samurai,5,hay và đẹp chơi là phê,2025-07-10 10:28:22,1.58.1.2,0,0,Lien Quan Mobile
Hải Hoàng,1,game sv lag văng game hút máu sv,2025-07-10 10:26:44,1.59.1.5,0,1,Lien Quan Mobile
Djendb CNĐKKD dbdkk,5,game hay nha đáng để chơi,2025-07-10 10:23:42,1.59.1.5,0,0,Lien Quan Mobile
Phạm Khánh Hào,1,ý là chốn lame chính lane phụ cj r 10 trần hết 9 trận lane phụ,2025-07-10 10:22:08,1.59.1.5,0,1,Lien Quan Mobile
Thân Hoàng Văn,1,liên quân rẻ rách,2025-07-10 10:21:01,1.59.1.5,0,1,Lien Quan Mobile
Hien Minh Pham,5,hay vãi!,2025-07-10 10:18:59,1.59.1.5,0,0,Lien Quan Mobile
Thuy Nghi Duong,5,game hay,2025-07-10 10:16:08,1.59.1.5,0,0,Lien Quan Mobile
Hiệu Nguyễn,5,ok,2025-07-10 10:13:44,1.59.1.5,0,0,Lien Quan Mobile
Nhì Phạm,5,rất okie la,2025-07-10 10:13:06,1.58.1.2,0,0,Lien Quan Mobile
Thanh Rơ lan,1,"cập nhật liên tục, mỗi lần cập nhật lại phải tải lại gói tài nguyên biết bao nhiêu GB, vừa tốn dung lượng là tốn GB, đối với điện thoại rẻ tiền thì càng ko chơi nổi",2025-07-10 10:12:49,1.59.1.5,1,1,Lien Quan Mobile
deo bit Tao,1,chọn vị trí như cc. del tìm thấy tướng,2025-07-10 10:11:55,1.59.1.5,0,1,Lien Quan Mobile
Xuân Duy Tòng,1,mẹ chó bịp bố mày giới thiệu 1 đằng cơ chế rank 1 kiểu thì lên làm cặc gì?,2025-07-10 10:10:45,1.59.1.5,0,1,Lien Quan Mobile
Xuân Thành Lê,5,game hay nhất thế giới,2025-07-10 10:10:32,1.59.1.5,0,0,Lien Quan Mobile
B Nguyen,1,cập nhật hút dữ liệu quá trời,2025-07-10 10:09:36,1.59.1.5,0,1,Lien Quan Mobile
Giang Vo Pham Kieu,1,chơi toàn gặp phá game,2025-07-10 10:07:58,1.59.1.5,0,1,Lien Quan Mobile
Đăng Khoa Nguyễn,1,fix your game too many bugs with the new unity 2022,2025-07-10 10:07:15,1.58.1.2,0,1,Lien Quan Mobile
Chung Nguyễn Thành,4,ok,2025-07-10 10:06:46,1.59.1.5,0,0,Lien Quan Mobile
Thuong Truong,1,quá tệ,2025-07-10 10:06:23,1.59.1.5,0,1,Lien Quan Mobile
Mến Tuyết,5,game rất hay,2025-07-10 10:06:14,1.58.1.2,0,0,Lien Quan Mobile
Quốc Đạt Lê,1,mùa mới nhu l## kết thúc ván đâu thì đợi loát lâu v còn ko chia sẽ khi mvp . chơi thì toàn gạp phá mvp thì vẫn chừ điểm . sóa bỏ m cáu cơ chế chọn đương mới đi chọn thì bọn nó vẫn cú tranh coàn không đổi đc đường chọn tương nhanh . tôi chơi từ nhũng mùa cũ mà tôi thấy nhũng mùa củ còn hay hơn mùa hiện tại . tôi rất thất vọng về game nhũng mùa gần đâu . mong nhà phát hành khát phụ đễ nhữ người chơi khác có trải nghiệm tốt hơn . và tôi cảm nhận game qua chán . đánh giá 1sao,2025-07-10 10:05:35,1.59.1.5,0,1,Lien Quan Mobile
Mạnh Nay guita,1,game ngày 1 tệ,2025-07-10 10:03:51,1.59.1.5,0,1,Lien Quan Mobile
Toàn Phúc,1,chán cập Nhật hơi nhiều,2025-07-10 10:02:10,1.58.1.2,0,1,Lien Quan Mobile
Phat Tran,1,khởi động game spam qc quá nhiều,2025-07-10 10:02:04,1.59.1.5,0,1,Lien Quan Mobile
Thêl Kim,5,"ừm..game này hồi xưa t rất thic chs, mà bh có cơ hội thì t cx sẽ k bh ql^^ game rác ..",2025-07-10 10:01:29,1.59.1.5,0,0,Lien Quan Mobile
Duy Thái,1,"Game update xong thấy lỗi ko tải tài nguyên thì ko thấy skin tướng trong trận với lại âm thanh trong trận mất hết dell nghe thấy tiếng gì tiếng của tướng, tiếng hạ quái, tiếng hạ rồng và kk nghe thấy khó chịu lắm luôn chơi game mà cứ như bị ù tai lúc nghe lúc không nói chung là thấy khó chịu mong nhà làm game fix sớm",2025-07-10 10:00:40,1.59.1.5,3,1,Lien Quan Mobile
Kiên Lưu,1,nói thật mỗi lần cập nhật quá tốn dung lượng gem này chán ỉa.,2025-07-10 10:00:32,1.58.1.2,0,1,Lien Quan Mobile
Hoàng thế Hưng,3,hay,2025-07-10 10:00:30,1.58.1.2,0,0,Lien Quan Mobile
Hai Nguyen,5,nx chi cho nhiều,2025-07-10 10:00:13,1.58.1.2,0,0,Lien Quan Mobile
Anh Pham,1,game ngu,2025-07-10 10:00:04,1.58.1.2,0,1,Lien Quan Mobile
Ngol Chol.,1,hệ thống báo cáo chán lúc đc lúc ko hay bị văng nửa r trừ úy tín,2025-07-10 09:59:57,1.59.1.5,2,1,Lien Quan Mobile
Vàng Lê Thanh,1,thiệt á chơi liên quân mà toàn bị tuột uy tín ko à cho mik một lời giải thích đi đang chơi hệ thống thông báo nghiêm tút chơi mà mik đang chơi mà chán thế cho mik một lời giải thích 😡,2025-07-10 09:57:30,1.59.1.5,0,1,Lien Quan Mobile
Cong24 Phuna,2,game hay bị out ra ngoài mong game khác phục,2025-07-10 09:57:11,1.59.1.5,0,1,Lien Quan Mobile
Bảo Mai,5,game hay nhưng hơi dễ văng game,2025-07-10 09:56:46,1.59.1.5,0,0,Lien Quan Mobile
Phong Liên,5,hay,2025-07-10 09:56:27,1.58.1.2,0,0,Lien Quan Mobile
Giáp Thị Phương Trâm,3,"game vui, nhma coi lại cập nhật nhé. vô lại hoài ko đc. cứ đứng máy suốt",2025-07-10 09:56:20,1.59.1.5,0,0,Lien Quan Mobile
02_nhật anh lớp 7a5,1,game Update có mấy lỗi,2025-07-10 09:55:36,1.59.1.5,0,1,Lien Quan Mobile
Tươi Võ,5,game rất hay,2025-07-10 09:53:49,1.58.1.2,0,0,Lien Quan Mobile
Ynge Nie,5,tốt,2025-07-10 09:53:34,1.58.1.2,0,0,Lien Quan Mobile
Suom Nay,5,Hấp dẫn người chơi,2025-07-10 09:53:06,1.58.1.2,0,0,Lien Quan Mobile
Chimin2004,1,Tự nhiên cập nhật xong cái không xoay màn hình được nữa,2025-07-10 09:52:06,1.59.1.5,3,1,Lien Quan Mobile
Quốc Huy Trần,1,game nhái ff,2025-07-10 09:51:20,1.59.1.5,0,1,Lien Quan Mobile
Anh Thảo,5,rất hay,2025-07-10 09:48:08,1.59.1.5,0,0,Lien Quan Mobile
Thị Hồng Đinh,5,hay,2025-07-10 09:46:04,1.58.1.2,0,0,Lien Quan Mobile
Hunter Bao,1,"game mắc nuwng lol, tốn dung lượng, cbị vô trận thì bị kẹt ko chs thoát ra vô lại tính afk? mm",2025-07-10 09:45:48,1.59.1.5,0,1,Lien Quan Mobile
Thanh Nhàn Lê,5,làm ơn gà ghép trận sao cho hợp lý dùm tui ghép sao mà bên kia toàn tuyển thủ bên đây toàn trẩu nghỉ hè,2025-07-10 09:45:17,1.59.1.5,1,0,Lien Quan Mobile
Hưng Ngô Khánh,1,game chán,2025-07-10 09:44:36,1.59.1.5,0,1,Lien Quan Mobile
Hiếu Lê,1,game lên xem xét lại cơ chế chấm điểm tổng kết trận,2025-07-10 09:43:19,1.59.1.5,0,1,Lien Quan Mobile
Thị Loan Đới,5,hay vãi cả đái,2025-07-10 09:43:05,1.58.1.2,0,0,Lien Quan Mobile
An Nguyễn,1,mỗi lần cập nhật lại tải thêm vài gb.rồi nó nặng ko chạy nỗi.vl thật,2025-07-10 09:42:28,1.59.1.5,0,1,Lien Quan Mobile
Pi Realme,1,game như c lag bị văng game trừ ủy tín chịu,2025-07-10 09:42:04,1.59.1.5,0,1,Lien Quan Mobile
Nhieu Pham,1,Như cc,2025-07-10 09:40:54,1.59.1.5,0,1,Lien Quan Mobile
Ngan Dam,4,"ok ok ok rất ok mỗi tội ghép toàn rank cao vs rank thấp, bị cao thủ hành ra bã",2025-07-10 09:40:25,1.59.1.5,0,0,Lien Quan Mobile
Tri kien Phung,1,"chơi nguyên cả trận mà nó bảo afk,ko dc cộng sao.rồi còn cập nhật xong vô trân chơi ko dc .chơi toàn gặp trẻ trâu phá game .chịu game",2025-07-10 09:38:23,1.59.1.5,2,1,Lien Quan Mobile
Tâm Bùi,1,cập nhập như qq lag vaiz,2025-07-10 09:36:31,1.59.1.5,0,1,Lien Quan Mobile
Ngọc Anh Đặng,1,sau khi cập nhật game quá lag có lần vào trận mà bị treo máy r trừ uy tín mong khắc phục,2025-07-10 09:35:08,1.59.1.5,0,1,Lien Quan Mobile
Nhẫn Đỗ,1,bị văng game và trừ uy tín oan,2025-07-10 09:34:26,1.58.1.2,0,1,Lien Quan Mobile
Doanh Trần Quốc,5,hay,2025-07-10 09:33:41,1.58.1.2,0,0,Lien Quan Mobile
Tai Pham,5,10₫,2025-07-10 09:33:01,1.58.1.2,0,0,Lien Quan Mobile
Dung Hoang,1,"game l, đang chơi thì cứ bị game đá ra xong vào lại thì lại bảo t afk, nhiều lúc team chửi rõ ràng mà báo cáo thì ko đc. tệ",2025-07-10 09:32:59,1.59.1.5,2,1,Lien Quan Mobile
Thành Huỳnh,1,yêu cầu xóa game và trả lại số tiền t đã nạp,2025-07-10 09:32:16,1.59.1.5,0,1,Lien Quan Mobile
Trâm Phương,3,ổn,2025-07-10 09:30:43,1.59.1.5,0,0,Lien Quan Mobile
Vy Đèo,1,bị văng rất nhiều bị văng rồi còn tính là afk giờ uy tín thấp vaio,2025-07-10 09:28:51,1.59.1.5,0,1,Lien Quan Mobile
Phùng quân Nguyễn,1,"cập nhật tải tài nguyên liên tục,cơ chế tính sao k hay,cấm chát nhiều,skin quá đắt",2025-07-10 09:28:40,1.59.1.5,0,1,Lien Quan Mobile
Lê Nam Duy Tân,3,"trước giờ tôi thấy cái việc tranh lane là chuyện như cơm bữa, vậy mà mà sau bản cập nhật lần này làm cho game đấu trở nên hardcore hơn nhiều, chọn đường nào thì đi tướng đường đó, không còn sự đa dạng về mặt lối chơi nữa, cứ như một trận đấu rank là đấu đỉnh cao vậy. Vì thế tôi muốn nhà phát triển trả lại sự đa dạng có thể chơi đa dạng tướng, tướng nào cũng có thể đi mọi đường ( trừ mấy con tướng xạ thủ ra ) để có thể có nhiều lối chơi hơn nữa",2025-07-10 09:26:05,1.59.1.5,0,0,Lien Quan Mobile
Mạnh Hà,1,"từ khi cái game này bước vào máy tao là bắt đầu một sự địa ngục cày liên tọi mà chưa đc cái mom j xin bố tao mãi sửa đc cái điện thoại,khi đấy tải quân về chơi mà rất là ê nha liên tục bị lag và ăn mịa hết dung lượng của tao ban đầu dung lượng của tao 120GB đến khi tải liên quân về dung lượng của tao 1,3GB Có ai chịu đc ko tao ko chịu đc có 1 lần tao thắng đúng ko mà cái thg bên kia nó báo cáo tao là phá game mà cái tên của tao là @mèolunthua tại sao tao bị tố cáo tại sao. game cút khỏi máy ta",2025-07-10 09:24:17,1.59.1.5,0,1,Lien Quan Mobile
